First Name,Email ID,Quantity,Events,Attendee Status,College Name,How did you come to know about this event?,"Specify in ""Others"" (how did you come to know about this event)",Designation,Year of Graduation,City,CGPA,Experience with python (Months),Family Income,Expected salary (Lac),Leadership- skills,Average cgpa=,8.038475685
Nikhil,nikhil@xyz.com,1,Artificial Intelligence,Attending,Wilson college ,Cloud Counselage Website,,Students,2024,Deoria,6.5,3,0-2 Lakh,18,no,,
Roshan,roshan@xyz.com,1,Artificial Intelligence,Attending,"THAKUR INSTITUTE OF MANAGEMENT STUDIES, CAREER DEVELOPMENT & RESEARCH - [TIMSCDR]",Others,,Students,2025,Kanpur,9.2,3,0-2 Lakh,8,no,,
Vaibhavi,vaibhavi@xyz.com,1,Artificial Intelligence,Attending,"Priyadarshini college of engineering, Nagpur ",Whatsapp,,Students,2026,Mathura,7.6,7,0-2 Lakh,7,no,,
Ritesh,ritesh@xyz.com,1,Artificial Intelligence,Attending,CHHATTISGARH SWAMI VIVEKANANDA TECHNICAL UNIVERSITY TEACHING DEPARTMENT BHILAI,Email,,Students,2023,Varanasi,8.3,3,0-2 Lakh,19,yes,,
Priyanka,priyanka@xyz.com,1,Artificial Intelligence,Attending,Silicon Institute of Technology,Whatsapp,,Students,2024,Almora,9.2,4,0-2 Lakh,25,yes,,
Kunal,kunal@xyz.com,1,Artificial Intelligence,Attending,ADHIYAMAAN COLLEGE OF ENGINEERING,Whatsapp,,Students,2023,Alipore,9.9,4,0-2 Lakh,22,no ,,
Paul,paul@xyz.com,1,Artificial Intelligence,Attending,Don Bosco College of Engineering Fatorda Goa,Whatsapp,,Students,2024,Haora,9.3,7,0-2 Lakh,18,no ,,
Nitin,nitin@xyz.com,1,Artificial Intelligence,Attending,Pillai College of Engineering New Panvel,Others,,Students,2025,Durgapur,7.1,7,0-2 Lakh,9,yes,,
Shubhankar,shubhankar@xyz.com,1,Artificial Intelligence,Attending,St Xavier's College ,Whatsapp,,Students,2023,Hugli,7.5,5,0-2 Lakh,20,yes,,
Mayuresh,mayuresh@xyz.com,1,Artificial Intelligence,Attending,"Vidyalankar Institute of Technology, Mumbai",Whatsapp,,Students,2025,Kolkata,7.3,7,0-2 Lakh,15,no,,
Akanksha,akanksha@xyz.com,1,Artificial Intelligence,Attending,"S.I.E.S. Graduate School Of Technology, Nerul, Navi Mumbai",Whatsapp,,Students,2026,Malda,7.4,3,0-2 Lakh,17,no,,
vignesh,vignesh@xyz.com,1,Artificial Intelligence,Attending,"vidyalankar institute of technology, mumbai",Others,,Students,2023,Silguri,7.3,7,0-2 Lakh,12,no,,
Abhishek,abhishek@xyz.com,1,Artificial Intelligence,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,,Students,2025,Siuri,9.7,3,0-2 Lakh,10,no,,
Amit,amit@xyz.com,1,Artificial Intelligence,Attending,silicon institute of technology,Email,,Students,2025,Talmuk,7.9,7,0-2 Lakh,10,no,,
Bhagyashri,bhagyashri@xyz.com,1,Artificial Intelligence,Attending,adhiyamaan college of engineering,Whatsapp | Others,,Students,2024,Talmuk,7.2,4,0-2 Lakh,10,no,,
Mahesh ,mahesh@xyz.com,1,Artificial Intelligence,Attending,"vidyalankar institute of technology, mumbai",Email,,Students,2026,Sagar,8.2,5,0-2 Lakh,21,no ,,
Sakshi ,sakshi@xyz.com,1,Artificial Intelligence,Attending,government polytechnic gandhinagar,Email,,Students,2025,Vidisha,8.5,3,0-2 Lakh,8,no,,
Rutuja,rutuja@xyz.com,1,Artificial Intelligence,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Email,,Students,2023,Akola,9.1,7,0-2 Lakh,19,no,,
Vaishnavi,vaishnavi@xyz.com,1,Artificial Intelligence,Attending,"KLE Society's College of BCA, RLS Institute, Belagavi",Email,,Students,2024,Aurangabad,9.5,7,0-2 Lakh,21,no,,
Rishabh,rishabh@xyz.com,1,Artificial Intelligence,Attending,"Priyadarshini college of engineering, Nagpur ",Email | Others,,Students,2023,Bhandara,6.7,7,0-2 Lakh,5,yes,,
Abhay,abhay@xyz.com,1,Artificial Intelligence,Attending,New horizon institute of Technology and Management ,Email,,Students,2025,Bid,8.2,3,0-2 Lakh,21,no,,
Raj,raj@xyz.com,1,Artificial Intelligence,Attending,Late G. N. Sapkal College Of Engineering,Others,,Students,2023,Buldhana,6.5,7,0-2 Lakh,8,no,,
SIDDHESH,siddhesh@xyz.com,1,Artificial Intelligence,Attending,"Symbiosis Institute of Technology, Pune",Email | Cloud Counselage Website,,Students,2025,Dhule,8.7,5,0-2 Lakh,7,no,,
Deepak,deepak@xyz.com,1,Artificial Intelligence,Attending,"LD College of engineering, Ahmedabad, Gujarat ",Email,,Students,2023,Navi Mumbai,7.3,4,0-2 Lakh,24,no ,,
Shilpa,shilpa@xyz.com,1,Artificial Intelligence,Attending,DKTE Society's Textile And Engineering Institute Ichalkaranji,Others,,Students,2024,Mumbai,8.6,4,0-2 Lakh,17,no ,,
Riddhi,riddhi@xyz.com,1,Artificial Intelligence,Attending,"LD College of engineering, Ahmedabad, Gujarat ",Others,,Students,2025,Nagpur,9.2,4,0-2 Lakh,11,yes,,
Abhijeet ,abhijeet@xyz.com,1,Artificial Intelligence,Attending,G H Raisoni institut of engineering and technology pune,Others,,Students,2025,Nanded,7.8,7,0-2 Lakh,21,yes,,
Rahul,rahul@xyz.com,1,Artificial Intelligence,Attending,GOVERNMENT POLYTECHNIC GANDHINAGAR,Email,,Students,2026,Mahe,7.9,4,0-2 Lakh,8,no,,
Vaibhav,vaibhav@xyz.com,1,Artificial Intelligence,Attending,st.francis institute of technology,Email,,Students,2023,Amritsar,9.9,7,0-2 Lakh,21,no,,
Payal ,payal@xyz.com,1,Artificial Intelligence,Attending,new horizon institute of technology and management ,Whatsapp,,Students,2024,Patiala,8.1,3,0-2 Lakh,8,no,,
Rahul,rahul@xyz.com,1,Artificial Intelligence,Attending,late g. n. sapkal college of engineering,Others,,Students,2023,Sangrur,9.5,7,0-2 Lakh,23,yes,,
Sandeep,sandeep@xyz.com,1,Artificial Intelligence,Attending,"symbiosis institute of technology, pune",Email,,Students,2024,Ajmer,9.8,4,0-2 Lakh,25,no,,
Darshan ,darshan@xyz.com,1,Artificial Intelligence,Attending,a. c. patil college of engineering,LinkedIn,,Students,2023,Barmer,9.6,5,0-2 Lakh,30,no,,
Samiksha,samiksha@xyz.com,1,Artificial Intelligence,Attending,wilson college ,Email,,Students,2025,Bikaner,6.2,4,0-2 Lakh,24,no,,
Prathamesh,prathamesh@xyz.com,1,Artificial Intelligence,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp | Cloud Counselage Website,,Students,2024,Jaipur,9.1,5,0-2 Lakh,8,no,,
Suyog,suyog@xyz.com,1,Artificial Intelligence,Attending,dkte society's textile and engineering institute ichalkaranji,Others,,Students,2026,Jalor,7.2,4,0-2 Lakh,19,yes,,
Mohini,mohini@xyz.com,1,Artificial Intelligence,Attending,government polytechnic gandhinagar,Whatsapp | Email,,Students,2023,Kota,8.4,5,0-2 Lakh,18,no ,,
Abhishek,abhishek@xyz.com,1,Artificial Intelligence,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Email,,Students,2024,Ahemdabad,6.7,4,0-2 Lakh,8,no,,
Mayuri,mayuri@xyz.com,1,Artificial Intelligence,Attending,silicon institute of technology,Facebook,,Students,2024,Amreli,7.6,3,0-2 Lakh,8,no,,
Sneha,sneha@xyz.com,1,Artificial Intelligence,Attending,adhiyamaan college of engineering,LinkedIn | Whatsapp,,Students,2023,Dwarka,8.3,3,0-2 Lakh,8,no,,
Pranav,pranav@xyz.com,1,Artificial Intelligence,Attending,don bosco college of engineering fatorda goa,Email,,Students,2023,Godhra,6.3,5,0-2 Lakh,6,yes,,
Roshan,roshan@xyz.com,1,Artificial Intelligence,Attending,pillai college of engineering new panvel,Others,,Students,2026,Jamnagar,8.9,5,0-2 Lakh,7,no,,
Priya,priya@xyz.com,1,Artificial Intelligence,Attending,st xavier's college ,Whatsapp,,Students,2025,Junagadh,9.5,5,0-2 Lakh,7,no,,
sagar,sagar@xyz.com,1,Artificial Intelligence,Attending,"vidyalankar institute of technology, mumbai",Email,,Students,2024,Kheda,8.5,3,0-2 Lakh,8,no,,
Christina,christina@xyz.com,1,Artificial Intelligence,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,Others,,Students,2025,Morbi,8.5,5,0-2 Lakh,5,no,,
Mohammed,mohammed@xyz.com,1,Artificial Intelligence,Attending,"vidyalankar institute of technology, mumbai",Email,,Students,2024,Navsari,7.9,3,0-2 Lakh,6,yes,,
Preeti,preeti@xyz.com,1,Hello ML and DL,Attending,don bosco college of engineering fatorda goa,Email,,Students,2025,Valsad,7.5,3,0-2 Lakh,5,yes,,
Vishnu,vishnu@xyz.com,1,Hello ML and DL,Attending,pillai college of engineering new panvel,Whatsapp | Email | Others,,Students,2025,Ambala,7.7,4,0-2 Lakh,6,yes,,
Rutika,rutika@xyz.com,1,Hello ML and DL,Attending,st xavier's college ,Email,,Students,2023,Chandigarh,9.9,5,0-2 Lakh,8,no,,
Abhishek,abhishek@xyz.com,1,Hello ML and DL,Attending,,Whatsapp,,Students,2024,Kunrool,7.9,4,0-2 Lakh,20,no,,
Varsha,varsha@xyz.com,1,Hello ML and DL,Attending,a. c. patil college of engineering,Whatsapp,,Students,2023,Tirupati,7.7,7,0-2 Lakh,5,yes,,
Kartik,kartik@xyz.com,1,Hello ML and DL,Attending,wilson college ,Whatsapp,,Students,2023,Vijaywada,7.4,4,0-2 Lakh,7,no,,
Akash,akash@xyz.com,1,Hello ML and DL,Attending,"ld college of engineering, ahmedabad, gujarat ",Cloud Counselage Website,,Students,2025,Eluru,9.2,4,0-2 Lakh,9,no,,
Rahul,rahul@xyz.com,1,Hello ML and DL,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,,Students,2026,Guwahati,7.6,5,0-2 Lakh,5,no,,
Himanshu,himanshu@xyz.com,1,Hello ML and DL,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,,Students,2024,Tezpur,9.5,5,0-2 Lakh,9,no,,
Sahil ,sahil@xyz.com,1,Hello ML and DL,Attending,government polytechnic gandhinagar,Whatsapp,,Students,2024,Sivasagar,6.9,4,0-2 Lakh,13,yes,,
Himanshu,himanshu@xyz.com,1,Hello ML and DL,Attending,"vishwakarma institute of technology, pune",Others,,Students,2023,Dehri,6.9,5,0-2 Lakh,14,no ,,
Rishabh,rishabh@xyz.com,1,Hello ML and DL,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,,Students,2023,Chapra,7.2,5,0-2 Lakh,12,no ,,
Avinash,avinash@xyz.com,1,Hello ML and DL,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,,Students,2024,Darbhanga,7.5,5,0-2 Lakh,5,yes,,
Sachin,sachin@xyz.com,1,Hello ML and DL,Attending,st.francis institute of technology,Whatsapp,,Students,2023,Gaya,6.5,4,0-2 Lakh,20,yes,,
Ujwal,ujwal@xyz.com,1,Hello ML and DL,Attending,new horizon institute of technology and management ,Whatsapp,,Students,2024,Haijipur,7.5,4,0-2 Lakh,20,no,,
Saurabh,saurabh@xyz.com,1,Hello ML and DL,Attending,"symbiosis institute of technology, pune",Instagram,,Students,2025,Kaithar,7.6,4,0-2 Lakh,16,no,,
Neeraj,neeraj@xyz.com,1,Hello ML and DL,Attending,a. c. patil college of engineering,Whatsapp | Others,,Students,2024,Munger,7.3,7,0-2 Lakh,8,no,,
Manas,manas@xyz.com,1,Hello ML and DL,Attending,wilson college ,Whatsapp,,Students,2026,Patna,6.7,4,0-2 Lakh,9,no,,
Deepa ,deepa@xyz.com,1,Hello ML and DL,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,,Students,2025,Sasaram,6.7,7,0-2 Lakh,8,no,,
Ayushi,ayushi@xyz.com,1,Hello ML and DL,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,,Students,2024,Bhilai,6.5,7,0-2 Lakh,5,no ,,
Surajkumar,surajkumar@xyz.com,1,Hello ML and DL,Attending,"thakur institute of management studies, career development & research - [timscdr]",Whatsapp,,Students,2025,Raipur,9.5,3,0-2 Lakh,23,yes,,
Akshay,akshay@xyz.com,1,Hello ML and DL,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,Whatsapp,,Students,2024,Daman,8.1,5,0-2 Lakh,9,yes,,
Shruti ,shruti@xyz.com,1,Hello ML and DL,Attending,"priyadarshini college of engineering, nagpur ",Youtube | Whatsapp | Email,,Students,2025,Diu,9.7,5,0-2 Lakh,7,no,,
Sahil,sahil@xyz.com,1,Hello ML and DL,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,,Students,2024,Silvassa,9.3,5,0-2 Lakh,5,no,,
Rutika,rutika@xyz.com,1,Hello ML and DL,Attending,adhiyamaan college of engineering,Whatsapp,,Students,2023,Panji,7.8,4,0-2 Lakh,18,no,,
Sanket,sanket@xyz.com,1,Hello ML and DL,Attending,don bosco college of engineering fatorda goa,Email,,Students,2025,Madgaon,7.9,3,0-2 Lakh,23,no,,
Khushi,khushi@xyz.com,1,Hello ML and DL,Attending,"vidyalankar institute of technology, mumbai",Email,,Students,2024,Dwarka,8.3,7,0-2 Lakh,9,no,,
Aishwarya,aishwarya@xyz.com,1,Hello ML and DL,Attending,wilson college ,Email,,Students,2023,Jamnagar,8.6,4,0-2 Lakh,17,yes,,
Ameya,ameya@xyz.com,1,Hello ML and DL,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,,Students,2026,Kheda,9.1,4,0-2 Lakh,11,no ,,
Ashwini,ashwini@xyz.com,1,Hello ML and DL,Attending,"ld college of engineering, ahmedabad, gujarat ",Email,,Students,2024,Morbi,7.7,3,0-2 Lakh,15,yes,,
Darshana,darshana@xyz.com,1,Hello ML and DL,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Instagram | LinkedIn | Email | Cloud Counselage Website,,Students,2025,Okha,7.6,5,0-2 Lakh,12,no,,
Apoorva ,apoorva@xyz.com,1,Hello ML and DL,Attending,"vishwakarma institute of technology, pune",Others,,Students,2024,Rajkot,7.3,5,0-2 Lakh,23,no,,
Jay,jay@xyz.com,1,Hello ML and DL,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp | Email,,Students,2023,Surat,7.3,5,0-2 Lakh,8,yes,,
Leon,leon@xyz.com,1,Hello ML and DL,Attending,st.francis institute of technology,Whatsapp,,Students,2026,Ambala,6.6,5,0-2 Lakh,7,no,,
Matthew,matthew@xyz.com,1,Hello ML and DL,Attending,late g. n. sapkal college of engineering,Others,,Students,2025,Faridabad,8.5,7,0-2 Lakh,19,no,,
Nancy,nancy@xyz.com,1,Hello ML and DL,Attending,"mit academy of engineering ,alandi",Whatsapp,,Students,2023,Hisar,8.1,7,0-2 Lakh,22,yes,,
Earl,earl@xyz.com,1,Hello ML and DL,Attending,a. c. patil college of engineering,Email,,Students,2025,Jind,7.9,7,0-2 Lakh,6,yes,,
Elbert,elbert@xyz.com,1,Hello ML and DL,Attending,"ld college of engineering, ahmedabad, gujarat ",LinkedIn,,Students,2024,Karnal,8.3,3,0-2 Lakh,20,no ,,
Helen,helen@xyz.com,1,Hello ML and DL,Attending,dkte society's textile and engineering institute ichalkaranji,Email,,Students,2025,Panipat,7.7,5,0-2 Lakh,15,yes,,
Harvey,harvey@xyz.com,1,Hello ML and DL,Attending,"mit academy of engineering ,alandi",Whatsapp,,Students,2026,Rewari,8,4,0-2 Lakh,17,yes,,
Liza,liza@xyz.com,1,Hello ML and DL,Attending,wilson college ,Whatsapp,,Students,2023,Sirsa,9.4,7,0-2 Lakh,24,no,,
Charles,charles@xyz.com,1,Hello ML and DL,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,,Students,2024,Sonipat,6.8,7,0-2 Lakh,11,no,,
Angela,angela@xyz.com,1,Hello ML and DL,Attending,"thakur institute of management studies, career development & research - [timscdr]",Youtube | Facebook | Instagram | Whatsapp,,Students,2025,Kangra,7.9,4,0-2 Lakh,10,no,,
Lesa,lesa@xyz.com,1,Hello ML and DL,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Email,,Students,2025,Shimla,8.3,7,0-2 Lakh,12,no,,
Beverly,beverly@xyz.com,1,Hello ML and DL,Attending,pillai college of engineering new panvel,Whatsapp,,Students,2023,Doda,9.6,3,0-2 Lakh,9,no ,,
Francis,francis@xyz.com,1,Hello ML and DL,Attending,st xavier's college ,Whatsapp,,Students,2024,Gulmarg,7.5,3,0-2 Lakh,8,yes,,
Joyce,joyce@xyz.com,1,Hello ML and DL,Attending,"vidyalankar institute of technology, mumbai",Youtube,,Students,2025,Jammu,7.9,5,0-2 Lakh,7,yes,,
Daniel,daniel@xyz.com,1,Hello ML and DL,Attending,"priyadarshini college of engineering, nagpur ",Email,,Students,2023,Punch,9.3,5,0-2 Lakh,21,no,,
Eileen,eileen@xyz.com,1,Hello ML and DL,Attending,"vidyalankar institute of technology, mumbai",Youtube | Whatsapp | Email,,Students,2026,Rajouri,9.6,3,0-2 Lakh,5,no,,
Jose,jose@xyz.com,1,Hello ML and DL,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,,Students,2024,Srinagar,9.1,7,0-2 Lakh,16,no,,
Billy,billy@xyz.com,1,Hello ML and DL,Attending,silicon institute of technology,Whatsapp,,Students,2025,Udhampur,7.3,5,0-2 Lakh,21,yes,,
Robert,robert@xyz.com,1,Hello ML and DL,Attending,don bosco college of engineering fatorda goa,Whatsapp,,Students,2025,Ballari,7.6,4,0-2 Lakh,7,no,,
Nathan,nathan@xyz.com,1,Hello ML and DL,Attending,pillai college of engineering new panvel,Whatsapp,,Students,2023,Bengaluru,8,3,0-2 Lakh,20,no,,
Susan,susan@xyz.com,1,Hello ML and DL,Attending,st xavier's college ,Whatsapp,,Students,2024,Belgavi,7.2,7,0-2 Lakh,9,no,,
Elizabeth,elizabeth@xyz.com,1,Hello ML and DL,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,,Students,2024,Bidar,9.1,3,0-2 Lakh,13,no,,
Leonard,leonard@xyz.com,1,Hello ML and DL,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",LinkedIn | Email,,Students,2023,Kolar,7.1,7,0-2 Lakh,17,yes,,
Ava,ava@xyz.com,1,Hello ML and DL,Attending,"vishwakarma institute of technology, pune",Whatsapp,,Students,2025,Mysuru,7.1,5,0-2 Lakh,11,no ,,
Anne,anne@xyz.com,1,Hello ML and DL,Attending,"kle society's college of bca, rls institute, belagavi",Email,,Students,2023,Kochi,9.5,4,0-2 Lakh,21,no ,,
Austin,austin@xyz.com,1,Hello ML and DL,Attending,st.francis institute of technology,Others,,Students,2024,Thrissur,7.9,4,0-2 Lakh,9,yes,,
Irene,irene@xyz.com,1,Hello ML and DL,Attending,"symbiosis institute of technology, pune",Whatsapp,,Students,2023,Indore,7.8,3,0-2 Lakh,25,no,,
Kamala,kamala@xyz.com,1,Hello ML and DL,Attending,"mit academy of engineering ,alandi",Whatsapp,,Students,2023,Guna,9.1,3,0-2 Lakh,21,yes,,
Gina,gina@xyz.com,1,Hello ML and DL,Attending,a. c. patil college of engineering,Whatsapp,,Students,2024,Gwalior,6.9,7,0-2 Lakh,30,no,,
Pamela,pamela@xyz.com,1,Hello ML and DL,Attending,wilson college ,Others,,Students,2025,Narwar,8.4,4,0-2 Lakh,24,no,,
Colin,colin@xyz.com,1,Hello ML and DL,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,,Students,2025,Orchha,6.7,5,0-2 Lakh,8,no,,
George,george@xyz.com,1,Hello ML and DL,Attending,dkte society's textile and engineering institute ichalkaranji,Email,,Students,2024,Sagar,9.2,7,0-2 Lakh,19,no,,
Cynthia,cynthia@xyz.com,1,Hello ML and DL,Attending,"thakur institute of management studies, career development & research - [timscdr]",Whatsapp,,Students,2023,Satna,7.3,7,0-2 Lakh,21,no,,
Theodore,theodore@xyz.com,1,Hello ML and DL,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,Whatsapp,,Students,2026,Ujjain,7.9,7,0-2 Lakh,17,yes,,
Martha,martha@xyz.com,1,Hello ML and DL,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,,Students,2023,Vidisha,9.9,5,0-2 Lakh,18,yes,,
Joan,joan@xyz.com,1,Hello ML and DL,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,,Students,2024,Akola,7.6,7,0-2 Lakh,9,no ,,
Chauncey,chauncey@xyz.com,1,Hello ML and DL,Attending,silicon institute of technology,Whatsapp,,Students,2025,Bhandara,6.4,4,0-2 Lakh,8,yes,,
Lester,lester@xyz.com,1,Hello ML and DL,Attending,don bosco college of engineering fatorda goa,Whatsapp,,Students,2023,Bid,6.6,5,0-2 Lakh,8,no,,
Andrea,andrea@xyz.com,1,Hello ML and DL,Attending,pillai college of engineering new panvel,Whatsapp,,Students,2023,Buldhana,7.8,7,0-2 Lakh,8,no,,
Evelyn,evelyn@xyz.com,1,Hello ML and DL,Attending,st xavier's college ,Youtube | Whatsapp | Email,,Students,2024,Dhule,8.7,4,0-2 Lakh,9,no,,
Craig,craig@xyz.com,1,Hello ML and DL,Attending,"vidyalankar institute of technology, mumbai",Email,,Students,2026,Jalgaon,7.2,4,0-2 Lakh,9,yes,,
Anthony,anthony@xyz.com,1,Hello ML and DL,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Youtube,,Students,2024,Kalyan,7.1,4,0-2 Lakh,17,no,,
Grant,grant@xyz.com,1,Hello ML and DL,Attending,government polytechnic gandhinagar,Whatsapp,,Students,2023,Navi Mumbai,8.5,5,0-2 Lakh,11,no,,
Donna,donna@xyz.com,1,Hello ML and DL,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,,Students,2025,Mumbai,8.5,7,0-2 Lakh,15,no,,
Peggy,peggy@xyz.com,1,Hello ML and DL,Attending,"vishwakarma institute of technology, pune",LinkedIn,,Students,2024,Nagpur,9.1,4,0-2 Lakh,19,no,,
Christopher,christopher@xyz.com,1,Hello ML and DL,Attending,"kle society's college of bca, rls institute, belagavi",Email,,Students,2023,Nanded,9.7,3,0-2 Lakh,18,yes,,
Ron,ron@xyz.com,1,Hello ML and DL,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,,Students,2024,Kolhapur,8.7,7,0-2 Lakh,12,yes,,
Freeman,freeman@xyz.com,1,Hello ML and DL,Attending,government polytechnic gandhinagar,Cloud Counselage Website,,Students,2026,Karli,6.5,5,0-2 Lakh,23,no ,,
Jack,jack@xyz.com,1,Hello ML and DL,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,,Students,2023,Matheran,8.8,4,0-2 Lakh,8,no ,,
Richard,richard@xyz.com,1,Hello ML and DL,Attending,"vishwakarma institute of technology, pune",Whatsapp,,Students,2025,Nashik,9.3,3,0-2 Lakh,9,yes,,
Bobby,bobby@xyz.com,1,Hello ML and DL,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,,Students,2024,Pune,7.6,4,0-2 Lakh,7,yes,,
Edmund,edmund@xyz.com,1,Hello ML and DL,Attending,st.francis institute of technology,Whatsapp,,Students,2024,Satara,8.7,7,0-2 Lakh,19,no,,
Jennie,jennie@xyz.com,1,Hello ML and DL,Attending,new horizon institute of technology and management ,Whatsapp,,Students,2023,Sangli,9.1,3,0-2 Lakh,25,no,,
Edward,edward@xyz.com,1,Hello ML and DL,Attending,late g. n. sapkal college of engineering,Whatsapp,,Students,2023,Sangola,9.2,4,0-2 Lakh,22,yes,,
